ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,Labelled energy consumption (kWh/year),New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Registration Number,Type,Width,Record ID,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Germany,Czechia",643.0,850.0,TWV & TWR 780 WP,TWV & TWR 780 WP,AS/NZS 2442.1:1996/Amdt 4:2006,108,10.139767708010027,10.0,Cottons Extra dry,302.0,"Australia,New Zealand",Approved,143190,7.025,0.0,ACD0598,Condenser,596.0,143190,2026-12-14,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
EE Amendment Regulations 2025 Schedule 2F,Eurotech,8,No,Autosensing,China,630.0,850.0,ED-HPD8WH,,AS/NZS 2442.1:1996/Amdt 4:2006,148,7.4762990054167995,6.0,Standard,285.0,New Zealand,Approved,143572,6.401,0.0,ZCD0090,Condenser,595.0,143572,2121-11-19,,Single product class,Available,http://www.galanz.com/,http://www.eurotechdesign.co.nz/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Czechia,Germany",643.0,850.0,TWL780 WP,TWL & TWH 780 WP,AS/NZS 2442.1:1996/Amdt 4:2006,110,10.026863083761638,10.0,Cottons Extra dry,244.0,"Australia,New Zealand",Approved,143573,7.039,0.0,ACD0599,Condenser,596.0,143573,2026-12-21,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Czechia,Germany",643.0,850.0,TWH780 WP,TWL & TWH 780 WP,AS/NZS 2442.1:1996/Amdt 4:2006,110,10.026863083761638,10.0,Cottons Extra dry,244.0,"Australia,New Zealand",Approved,143573,7.039,0.0,ACD0599,Condenser,596.0,143573,2026-12-21,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Czechia,Germany",643.0,850.0,TWL & TWH 780 WP,TWL & TWH 780 WP,AS/NZS 2442.1:1996/Amdt 4:2006,110,10.026863083761638,10.0,Cottons Extra dry,244.0,"Australia,New Zealand",Approved,143573,7.039,0.0,ACD0599,Condenser,596.0,143573,2026-12-21,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,EURO,8,No,Autosensing,Türkiye,609.0,855.0,E8HPCDW,,AS/NZS 2442.1:1996/Amdt 4:2006,149,7.434863634151716,7.0,"Cotton Cupboard Dry, Dry Level 3",250.0,"Australia,Fiji,New Zealand",Approved,143575,6.257,0.0,ACD0604,Condenser,596.0,143575,2027-02-03,,Single product class,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,6,Yes,Autosensing,China,635.0,850.0,KAWWASH9D6A,KAWWASH9D6*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin (1400 rpm) + Dry(A),250.0,"Australia,Fiji,New Zealand",Approved,143630,4.719,56.05666667,ACD0597,Condenser,600.0,143630,2026-12-14,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,6,Yes,Autosensing,China,635.0,850.0,KAWWASH9D6B,KAWWASH9D6*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin (1400 rpm) + Dry(A),250.0,"Australia,Fiji,New Zealand",Approved,143630,4.719,56.05666667,ACD0597,Condenser,600.0,143630,2026-12-14,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,6,Yes,Autosensing,China,635.0,850.0,KAWWASH9D6C,KAWWASH9D6*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin (1400 rpm) + Dry(A),250.0,"Australia,Fiji,New Zealand",Approved,143630,4.719,56.05666667,ACD0597,Condenser,600.0,143630,2026-12-14,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,6,Yes,Autosensing,China,635.0,850.0,KAWWASH9D6D,KAWWASH9D6*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin (1400 rpm) + Dry(A),250.0,"Australia,Fiji,New Zealand",Approved,143630,4.719,56.05666667,ACD0597,Condenser,600.0,143630,2026-12-14,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,6,Yes,Autosensing,China,635.0,850.0,KAWWASH9D6E,KAWWASH9D6*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin (1400 rpm) + Dry(A),250.0,"Australia,Fiji,New Zealand",Approved,143630,4.719,56.05666667,ACD0597,Condenser,600.0,143630,2026-12-14,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,6,Yes,Autosensing,China,635.0,850.0,KAWWASH9D6*,KAWWASH9D6*,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.553203207435533,3.5,Spin (1400 rpm) + Dry(A),250.0,"Australia,Fiji,New Zealand",Approved,143630,4.719,56.05666667,ACD0597,Condenser,600.0,143630,2026-12-14,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,7,No,Autosensing,"Germany,Czechia",643.0,850.0,TEA235 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,113,8.314927852212875,8.0,Cottons Extra dry,207.0,"Australia,New Zealand",Approved,143770,5.516,0.0,ACD0600,Condenser,596.0,143770,2026-12-21,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,HOOVER,8,No,Autosensing,China,-,-,HV-LHP8,,AS/NZS 2442.1:1996/Amdt 4:2006,145,7.602306058298728,7.0,Standard - Heavy,290.0,"Australia,New Zealand",Approved,143810,6.41,0.0,ACD0606,Condenser,-,143810,2027-02-06,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Germany,Czechia",643.0,850.0,TWC220 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,112,9.191258630922064,9.0,Cottons Extra dry,222.0,"Australia,New Zealand",Approved,144198,6.278,0.0,ACD0601,Condenser,596.0,144198,2027-01-24,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BOSCH,8,No,Autosensing,Poland,-,-,WTH8300AU,,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,"Cottons, Cupboard Dry Plus, Dry level +1",322.0,"Australia,Fiji,New Zealand",Approved,144233,6.292,0.0,ACD0603,Condenser,-,144233,2027-02-02,,Single product class,Available,,http://www.bosch-home.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,GAGGENAU,9,No,Autosensing,Poland,-,-,WT260110,,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cottons, Cupboard Dry Extra, Dry Level +3",332.0,"Australia,Fiji,New Zealand",Approved,144234,7.065,0.0,ACD0602,Condenser,-,144234,2027-01-31,,Single product class,Available,,http://www.gaggenau.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,6,Yes,Autosensing,South Korea,675.0,850.0,WD1610NSW,,AS/NZS 2442.1:1996/Amdt 4:2006,119,7.048082476952969,7.0,"Cotton Dry, Eco Dry, 1200RPM",364.0,"Australia,New Zealand",Approved,144329,4.791,3.0,ACD0609,Condenser,600.0,144329,2027-02-10,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,6,Yes,Autosensing,China,560.0,850.0,WVC5-1410W,,AS/NZS 2442.1:1996/Amdt 4:2006,195,4.009199148232918,4.0,Normal Eco,231.0,"Australia,New Zealand",Approved,144336,4.714,61.2,ACD0607,Condenser,600.0,144336,2027-02-06,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,8,No,Autosensing,China,-,-,KAG8HTPPDYA,KAG8HTPPDY*,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Daily,290.0,"Australia,Fiji,New Zealand",Approved,144367,6.436,0.0,ACD0605,Condenser,-,144367,2027-02-06,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,8,No,Autosensing,China,-,-,KAG8HTPPDYB,KAG8HTPPDY*,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Daily,290.0,"Australia,Fiji,New Zealand",Approved,144367,6.436,0.0,ACD0605,Condenser,-,144367,2027-02-06,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,8,No,Autosensing,China,-,-,KAG8HTPPDYC,KAG8HTPPDY*,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Daily,290.0,"Australia,Fiji,New Zealand",Approved,144367,6.436,0.0,ACD0605,Condenser,-,144367,2027-02-06,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,HISENSE,8,Yes,Autosensing,China,685.0,845.0,HDFY80H,,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,"Cotton, Dry Level (press once)",216.0,"Australia,New Zealand",Approved,144370,6.337,0.0,ACD0621,Condenser,595.0,144370,2027-03-17,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,8,No,Autosensing,China,-,-,KAG8HTPPDYD,KAG8HTPPDY*,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Daily,290.0,"Australia,Fiji,New Zealand",Approved,144367,6.436,0.0,ACD0605,Condenser,-,144367,2027-02-06,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,8,No,Autosensing,China,-,-,KAG8HTPPDYE,KAG8HTPPDY*,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Daily,290.0,"Australia,Fiji,New Zealand",Approved,144367,6.436,0.0,ACD0605,Condenser,-,144367,2027-02-06,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,8,No,Autosensing,China,-,-,KAG8HTPPDY*,KAG8HTPPDY*,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Daily,290.0,"Australia,Fiji,New Zealand",Approved,144367,6.436,0.0,ACD0605,Condenser,-,144367,2027-02-06,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,8,No,Autosensing,Türkiye,609.0,846.0,BDCB8020W,,AS/NZS 2442.1:1996/Amdt 4:2006,360,2.00683301500606,2.0,"Cottons, Dryness Level Cupboard ++",221.0,"Australia,Fiji,New Zealand",Approved,144681,6.3117,0.0,ACD0611,Condenser,598.0,144681,2027-02-17,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ASKO,8,No,Autosensing,Slovenia,640.0,845.0,T208H.W.AU,,AS/NZS 2442.1:1996/Amdt 4:2006,150,7.393705424634417,7.0,Auto Normal Dry,310.0,"Australia,Fiji,New Zealand",Approved,144686,6.316,0.0,ACD0616,Condenser,595.0,144686,2027-07-23,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ASKO,10,No,Autosensing,Slovenia,755.0,850.0,TD85,TD85,AS/NZS 2442.1:1996/Amdt 4:2006,140,9.191258630922064,9.0,Auto Normal Dry,275.4,"Australia,Fiji,New Zealand",Approved,144688,7.953,0.0,ACD0618,Condenser,595.0,144688,2027-07-24,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ASKO,10,No,Autosensing,Slovenia,755.0,850.0,T610HX.W.AU,TD85,AS/NZS 2442.1:1996/Amdt 4:2006,140,9.191258630922064,9.0,Auto Normal Dry,275.4,"Australia,Fiji,New Zealand",Approved,144688,7.953,0.0,ACD0618,Condenser,595.0,144688,2027-07-24,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ASKO,10,No,Autosensing,Slovenia,755.0,850.0,T410HD.W.AU,TD85,AS/NZS 2442.1:1996/Amdt 4:2006,140,9.191258630922064,9.0,Auto Normal Dry,275.4,"Australia,Fiji,New Zealand",Approved,144688,7.953,0.0,ACD0618,Condenser,595.0,144688,2027-07-24,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,8,No,Autosensing,Türkiye,605.0,846.0,BDPB802SW,,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,"Cottons, Dryness Level Cupboard ++",272.0,"Australia,Fiji,New Zealand",Approved,144691,6.3577,0.0,ACD0612,Condenser,598.0,144691,2027-02-17,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,9,No,Autosensing,Türkiye,605.0,846.0,BDPB904HW,BDPB904H*,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.03694008800201,8.0,"Cottons, Dryness Level 4",271.0,"Australia,Fiji,New Zealand",Approved,144718,7.2313,0.0,ACD0610,Condenser,598.0,144718,2027-02-10,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,9,No,Autosensing,Türkiye,605.0,846.0,BDPB904HG,BDPB904H*,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.03694008800201,8.0,"Cottons, Dryness Level 4",271.0,"Australia,Fiji,New Zealand",Approved,144718,7.2313,0.0,ACD0610,Condenser,598.0,144718,2027-02-10,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,9,No,Autosensing,Türkiye,605.0,846.0,BDPB904H*,BDPB904H*,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.03694008800201,8.0,"Cottons, Dryness Level 4",271.0,"Australia,Fiji,New Zealand",Approved,144718,7.2313,0.0,ACD0610,Condenser,598.0,144718,2027-02-10,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,6,Yes,Autosensing,China,-,-,WD10T654DBE,,AS/NZS 2442.1:1996/Amdt 4:2006,249,2.5050461326033897,2.5,Cotton dry,454.0,"Australia,Fiji,New Zealand",Approved,144802,4.839,35.6,ACD0641,Condenser,-,144802,2027-05-09,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,STIRLING,7,No,Autosensing,China,555.0,850.0,STR-CD70W,,AS/NZS 2442.1:1996/Amdt 4:2006,289,2.536900195361074,2.5,Standard Cotton,203.0,"Australia,New Zealand",Approved,144933,5.598,-,ACD0615,Vented,595.0,144933,2027-02-27,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ASKO,8,No,Autosensing,Slovenia,640.0,845.0,T208C.W.AU,,AS/NZS 2442.1:1996/Amdt 4:2006,353,2.1276557067228907,2.0,Auto Normal Dry,190.0,"Australia,Fiji,New Zealand",Approved,145123,6.316,0.0,ACD0619,Condenser,595.0,145123,2027-07-16,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,carson,6,No,Autosensing,China,545.0,840.0,CSF262W,,AS/NZS 2442.1:1996/Amdt 4:2006,269,2.0296646901100144,2.0,Thermostat,160.0,Australia,Approved,145199,4844.0,-,ACD0620,Vented,595.0,145199,2027-04-09,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Robinhood,7,No,Autosensing,Türkiye,-,-,RHCD7WN,,AS/NZS 2442.1:1996/Amdt 4:2006,288,2.5582282215005385,2.5,"Cotton Cupboard Dry, Dry Level 3",180.0,"Australia,New Zealand",Approved,145459,5.514,0.0,ACD0623,Condenser,-,145459,2027-03-22,,Single product class,Available,,http://www.robinhood.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,HISENSE,9,No,Autosensing,China,685.0,845.0,HDFY90H,,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level (press once)",252.0,"Australia,New Zealand",Approved,145471,7.047,0.0,ACD0624,Condenser,595.0,145471,2027-03-22,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,8,No,Autosensing,Poland,638.0,850.0,WDH804N8WA,,AS/NZS 2442.1:1996/Amdt 4:2006,156,7.152375302202014,7.0,Eco Cotton,279.0,"Australia,Fiji,New Zealand",Approved,145490,6.355,0.0,ACD0622,Condenser,596.0,145490,2027-03-17,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Fisher & Paykel,5,Yes,Autosensing,China,-,-,WD8560F1,,AS/NZS 2442.1:1996/Amdt 4:2006,175,3.553203207435533,3.5,"Cottons, Dry, 1400, Eco, Dry",231.0,"Australia,New Zealand",Approved,145663,3.968,33.07,ACD0625,Condenser,-,145663,2027-04-17,,Single product class,Available,,http://www.fisherpaykel.co.nz/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Fisher & Paykel,4,Yes,Autosensing,China,-,-,WD7560P1,,AS/NZS 2442.1:1996/Amdt 4:2006,140,3.553203207435533,3.5,"Cottons, Dry,1400, Eco, Dry",194.0,"Australia,New Zealand",Approved,145668,3.146,25.077,ACD0626,Condenser,-,145668,2027-05-03,,Single product class,Available,,http://www.fisherpaykel.co.nz/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
