ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,Labelled energy consumption (kWh/year),New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Registration Number,Type,Width,Record ID,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
EE Amendment Regulations 2025 Schedule 2F,MIDEA,10,No,Autosensing,China,685.0,850.0,MDL100-CH15DB/H01EW-AU(10)-C6,MDL100-CH15DB/H01EW-AU(10)-C6,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,Cotton+Dry Level,370.0,New Zealand,Approved,172091,7.876,0.0,ZCD0126,Condenser,595.0,172091,2125-07-18,,Single product class,Available,http://www.tradedepot.co.nz/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,10,No,Autosensing,China,-,-,DH1060R5,DH1060R Series,AS/NZS 2442.1:2021 + A1 + A2,133,9.506872907646995,9.0,"Cotton, Item Type: Durable, Dryness: Dry",353.0,"Australia,New Zealand",Approved,172148,-,N/A,ACD0881,Condenser,-,172148,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,10,No,Autosensing,China,-,-,DH1060RG5,DH1060R Series,AS/NZS 2442.1:2021 + A1 + A2,133,9.506872907646995,9.0,"Cotton, Item Type: Durable, Dryness: Dry",353.0,"Australia,New Zealand",Approved,172148,-,N/A,ACD0881,Condenser,-,172148,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,10,No,Autosensing,China,-,-,DH1060R Series,DH1060R Series,AS/NZS 2442.1:2021 + A1 + A2,133,9.506872907646995,9.0,"Cotton, Item Type: Durable, Dryness: Dry",353.0,"Australia,New Zealand",Approved,172148,-,N/A,ACD0881,Condenser,-,172148,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,8,No,Autosensing,China,-,-,DH8060J5,,AS/NZS 2442.1:2021 + A1 + A2,113,9.136563787406201,9.0,"Cotton, Item Type: Durable, Dryness: Dry",242.0,"Australia,New Zealand",Approved,172172,-,N/A,ACD0887,Condenser,-,172172,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,9,No,Autosensing,China,-,-,DH9060J5,,AS/NZS 2442.1:2021 + A1 + A2,127,9.142617038637754,9.0,"Cotton, Item Type: Durable, Dryness: Dry",270.0,"Australia,New Zealand",Approved,172174,-,N/A,ACD0880,Condenser,-,172174,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,10,No,Autosensing,China,-,-,DH1060DG5,DH1060D Series,AS/NZS 2442.1:2021 + A1 + A2,142,9.103978736599656,9.0,"Cotton, Item Type: Durable, Dryness: Dry",295.0,"Australia,New Zealand",Approved,172175,-,N/A,ACD0909,Condenser,-,172175,2030-11-05,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,10,No,Autosensing,China,-,-,DH1060D5,DH1060D Series,AS/NZS 2442.1:2021 + A1 + A2,142,9.103978736599656,9.0,"Cotton, Item Type: Durable, Dryness: Dry",295.0,"Australia,New Zealand",Approved,172175,-,N/A,ACD0909,Condenser,-,172175,2030-11-05,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,10,No,Autosensing,China,-,-,DH1060D Series,DH1060D Series,AS/NZS 2442.1:2021 + A1 + A2,142,9.103978736599656,9.0,"Cotton, Item Type: Durable, Dryness: Dry",295.0,"Australia,New Zealand",Approved,172175,-,N/A,ACD0909,Condenser,-,172175,2030-11-05,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,8,No,Autosensing,China,-,-,DH8060P5,DH8060P Series,AS/NZS 2442.1:2021 + A1 + A2,113,9.136563787406201,9.0,"Cotton, Item Type: Durable, Dryness: Dry",242.0,"Australia,New Zealand",Approved,172178,-,N/A,ACD0883,Condenser,-,172178,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,8,No,Autosensing,China,-,-,DH8060PG5,DH8060P Series,AS/NZS 2442.1:2021 + A1 + A2,113,9.136563787406201,9.0,"Cotton, Item Type: Durable, Dryness: Dry",242.0,"Australia,New Zealand",Approved,172178,-,N/A,ACD0883,Condenser,-,172178,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,8,No,Autosensing,China,-,-,DH8060P Series,DH8060P Series,AS/NZS 2442.1:2021 + A1 + A2,113,9.136563787406201,9.0,"Cotton, Item Type: Durable, Dryness: Dry",242.0,"Australia,New Zealand",Approved,172178,-,N/A,ACD0883,Condenser,-,172178,2030-10-03,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,TELEFUNKEN,7,Yes,Autosensing,China,664.0,857.0,TF1170AU11FLWD,,AS/NZS 2442.1:2021 + A1 + A2,262,3.1404125656088624,3.0,DRY + auto dry,574.0,"Australia,Fiji,New Zealand",Approved,172231,-,N/A,ACD0879,Condenser,600.0,172231,2030-10-03,,Single product class,Available,http://www.ayonz.com/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,TELEFUNKEN,5,Yes,Autosensing,China,540.0,850.0,TF8060AU8FLWD,,AS/NZS 2442.1:1996/Amdt 4:2006,191,3.0148815830347666,3.0,"Dry only, spin speed:1400 rpm, dry level: d-3",278.0,"Australia,Fiji,New Zealand",Approved,172409,4.013,0.0,ACD0882,Condenser,595.0,172409,2030-09-01,,Single product class,Available,http://www.ayonz.com/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910BX,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910BLX,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910FGX,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910GRX,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910BLU,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910MGR,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910B,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910W,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,South Korea,770.0,1890.0,WWT-1910FG,WWT-1910,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Normal Dry, Normal, Cupboard",306.0,"Australia,New Zealand",Approved,163349,8.111,0.0,ACD0785,Condenser,700.0,163349,2029-07-18,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,8,No,Autosensing,Poland,-,-,T8DHC876C,,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.028611380230458,9.0,Cottons Eco,242.0,"Australia,New Zealand",Approved,172721,6.293,0.0,ACD0889,Condenser,-,172721,2031-01-07,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,TELEFUNKEN,6,Yes,Autosensing,China,665.0,854.0,TF1060AU10FLWD,,AS/NZS 2442.1:1996/Amdt 4:2006,269,2.0296646901100144,2.0,"Dry & Time 270 min , used once per week",270.0,"Australia,Fiji,New Zealand",Approved,172786,4.869,109.5,ACD0886,Condenser,595.0,172786,2030-09-14,,Single product class,Available,http://www.ayonz.com/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
EE Amendment Regulations 2025 Schedule 2F,VOGUE,8,No,Autosensing,China,630.0,850.0,361301,DH-80S5U,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,Standard,256.0,New Zealand,Approved,172828,6.448,0.0,ZCD0132,Condenser,595.0,172828,2125-08-17,,Single product class,Available,http://www.tradedepot.co.nz/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
EE Amendment Regulations 2025 Schedule 2F,VOGUE,8,No,Autosensing,China,630.0,850.0,361302,DH-80S5U,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,Standard,256.0,New Zealand,Approved,172828,6.448,0.0,ZCD0132,Condenser,595.0,172828,2125-08-17,,Single product class,Available,http://www.tradedepot.co.nz/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
EE Amendment Regulations 2025 Schedule 2F,VOGUE,8,No,Autosensing,China,630.0,850.0,DH-80S5U,DH-80S5U,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,Standard,256.0,New Zealand,Approved,172828,6.448,0.0,ZCD0132,Condenser,595.0,172828,2125-08-17,,Single product class,Available,http://www.tradedepot.co.nz/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,8,No,Autosensing,China,650.0,850.0,DH8060P1,,AS/NZS 2442.1:1996/Amdt 4:2006,155,7.191945402436881,6.0,"Everyday, Dry, High Temp",233.0,"Australia,New Zealand",Approved,172933,6.392,0.0,ACD0898,Condenser,600.0,172933,2030-09-30,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WDFL85PL48G1,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WDFL85PL48W2,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WDFL85T48B5,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WDFL85T48W4,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WDFL85 series,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WD85SB1,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WD85SG2,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHIQ,5,Yes,Autosensing,China,577.0,847.0,WD85SW1,WDFL85 series,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",211.0,"Australia,Fiji,New Zealand",Approved,161895,3.995,41.9,ACD0774,Condenser,600.0,161895,2029-05-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,4,Yes,Autosensing,Türkiye,575.0,845.0,BWDB8420W,BWDB8420W*,AS/NZS 2442.1:1996/Amdt 4:2006,141,3.509408507391305,3.5,"Cotton Dry,-Extra Dry",223.0,"Australia,Fiji,New Zealand",Approved,162939,3.158,25.47,ACD0783,Condenser,600.0,162939,2029-07-16,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,4,Yes,Autosensing,Türkiye,575.0,845.0,BWDB8420W1,BWDB8420W*,AS/NZS 2442.1:1996/Amdt 4:2006,141,3.509408507391305,3.5,"Cotton Dry,-Extra Dry",223.0,"Australia,Fiji,New Zealand",Approved,162939,3.158,25.47,ACD0783,Condenser,600.0,162939,2029-07-16,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BEKO,4,Yes,Autosensing,Türkiye,575.0,845.0,BWDB8420W*,BWDB8420W*,AS/NZS 2442.1:1996/Amdt 4:2006,141,3.509408507391305,3.5,"Cotton Dry,-Extra Dry",223.0,"Australia,Fiji,New Zealand",Approved,162939,3.158,25.47,ACD0783,Condenser,600.0,162939,2029-07-16,,Single product class,Available,http://www.beko.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,5,No,Autosensing,China,585.0,830.0,DE5060**,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.1451114046158457,2.0,"Everyday, Dry, High Temp",162.0,,Approved,173155,4.004,-,ACD0902,Vented,600.0,173155,2030-10-02,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,5,No,Autosensing,China,585.0,830.0,DE5060M1,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.1451114046158457,2.0,"Everyday, Dry, High Temp",162.0,,Approved,173155,4.004,-,ACD0902,Vented,600.0,173155,2030-10-02,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,5,No,Autosensing,China,585.0,830.0,DE5060G1,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.1451114046158457,2.0,"Everyday, Dry, High Temp",162.0,,Approved,173155,4.004,-,ACD0902,Vented,600.0,173155,2030-10-02,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,5,No,Autosensing,China,585.0,830.0,DE5060MU1,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.1451114046158457,2.0,"Everyday, Dry, High Temp",162.0,,Approved,173155,4.004,-,ACD0902,Vented,600.0,173155,2030-10-02,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
